1099,1286
1389,580
371,971
229,735
1157,1084
325,971
1532,730
337,436
326,797
269,996
209,505
259,337
1409,1309
920,323
642,901
609,259
594,562
335,971
1253,259
1171,1349
500,393
464,505
1027,1645
61,59
1182,715
168,1481
1573,104
566,837
587,107
1578,941
1650,1640
1349,738
1271,214
363,702
1092,393
323,1536
1615,941
1309,496
1384,337
290,815
492,1481
1059,1099
339,971
1156,1309
1088,323
1051,569
228,309
792,1554
195,295
114,1531
675,971
1439,1500
1650,269
610,1162
642,1406
52,1259
179,259
665,1531
812,1016
1041,478
411,996
1554,1160
1047,126
1531,1182
913,696
1517,702
1333,1101
1099,34
447,915
996,1016
1478,1045
82,168
591,736
114,196
380,1582
1349,9
375,1645
949,1275
768,1582
483,1645
1650,871
1283,1459
910,1349
739,1197
1080,1578
1645,875
1397,34
34,946
723,1405
641,1645
792,89
1439,1390
126,815
347,702
422,997
1459,715
377,1645
1221,1481
996,81
1390,1259
1339,591
353,633
897,971
1251,996
126,1473
598,552
529,259
478,33
200,1650
812,168
453,607
376,941
498,1493
730,1099
353,1582
1059,1619
778,1
439,1018
922,941
598,941
746,405
1203,2
438,337
127,1191
1435,1282
997,1554
432,298
640,1602
232,562
1368,763
353,1090
125,797
1030,1457
337,1382
95,1041
34,32
1211,1440
1045,1582
1137,323
1025,1390
1117,1503
1511,290
853,1330
170,114
763,1582
1064,259
785,1524
458,494
353,1511
1243,32
1490,1500
635,1330
1409,658
792,1187
1646,178
1309,170
415,1317
1207,763
1495,1440
1001,996
1390,1436
551,696
520,337
748,337
1054,310
562,797
1337,1435
830,295
117,1645
441,971
137,337
681,1531
918,997
1545,1578
650,763
178,89
871,996
1480,971
1406,1251
810,323
969,562
1517,661
1198,941
1293,1390
1478,1442
96,1259
1573,494
1060,987
566,1162
1479,1096
774,1317
1439,126
1212,850
1274,1330
1045,1059
188,1390
1349,1542
315,447
1041,290
500,1041
1080,763
1645,269
242,971
941,541
69,1041
34,1326
1390,1251
619,971
587,1349
1349,1517
1129,1481
345,1645
941,505
433,702
1309,1050
921,1075
23,837
48,997
645,290
581,562
1218,804
963,1390
744,562
1189,876
471,898
114,871
1545,1645
87,1041
107,696
891,127
1372,1645
1615,482
1084,941
715,335
441,1397
349,1645
756,1582
1406,763
554,1349
1099,1317
571,1645
1425,1390
1462,51
566,1582
397,1153
1349,250
1330,100
740,371
742,1390
1420,941
815,1453
248,1275
1407,269
500,1168
1126,1481
1481,981
810,853
1326,1206
1573,971
1457,710
393,1084
1349,552
1435,34
1377,385
763,580
1309,1001
1326,1064
971,1150
1228,580
996,694
1162,580
353,871
1130,744
778,295
1212,1139
393,395
380,837
407,1349
1615,996
1159,880
1628,505
1200,1240
855,1428
999,702
1517,1162
100,337
1335,562
326,360
114,1462
1249,323
25,814
582,168
411,941
1560,1390
1531,710
730,1127
522,744
70,1582
337,259
34,715
950,1127
440,941
752,124
884,1210
613,20
1496,1117
1117,32
994,1390
1396,494
537,971
1111,269
1373,1421
1604,1390
1572,1645
1531,804
541,1578
1397,286
1374,756
222,529
991,804
1097,658
710,747
1010,494
496,996
1602,168
699,478
552,696
1504,698
1397,566
1624,1531
1272,1390
1295,1330
33,1317
1147,494
95,850
313,20
1421,290
4,373
1446,562
27,1481
1457,997
551,1309
1573,515
759,1349
86,610
1008,918
1194,941
1309,494
954,971
119,45
432,763
1406,411
797,496
229,1390
1162,460
887,89
924,420
396,1399
171,33
1127,1503
485,127
1283,763
1008,825
1264,228
918,587
259,821
685,1599
613,494
1041,918
1554,387
698,997
1481,1222
796,411
351,971
113,1080
34,269
143,562
269,812
1609,1447
1285,792
884,275
680,810
259,941
1598,1645
1566,715
420,1309
1194,548
997,853
870,1309
1531,997
687,1317
1188,1309
1397,168
1072,193
32,568
353,18
1223,830
1582,562
195,1539
1447,696
614,1041
1008,1119
867,1645
262,126
1037,1309
592,1059
529,1078
323,1309
941,982
1624,494
1495,1349
344,269
941,748
656,434
667,387
1446,969
1156,1582
1462,269
584,971
1545,1317
1594,1607
769,122
1008,1189
562,1227
506,1582
21,1349
199,884
981,337
1122,971
926,269
1621,1240
1651,337
305,759
281,1317
799,696
683,337
742,114
1573,491
1125,353
1284,633
1531,329
1368,101
1374,1330
681,526
458,1582
710,971
326,971
1597,2
269,915
1018,763
361,1582
1031,253
259,1397
393,1562
385,1309
696,126
1563,313
1128,395
97,593
466,269
1027,274
353,51
228,58
661,126
614,971
1349,1583
1547,1349
574,971
755,2
941,1421
812,880
1084,326
1024,1041
183,997
470,34
974,613
1001,497
353,742
562,548
1328,1536
1428,78
1017,971
259,1311
114,396
259,458
607,1161
650,702
922,337
86,168
884,89
911,971
1650,754
196,127
1256,496
602,1349
193,702
1554,580
1421,1231
739,1629
32,997
730,996
541,1330
304,1317
1517,1382
1293,33
447,385
113,1309
1455,1309
924,1384
799,715
746,702
613,1397
769,269
1637,1503
1250,1390
1645,843
1572,1084
377,1426
1317,562
991,696
337,1316
912,1099
1252,941
1573,127
269,738
804,20
287,792
1532,541
262,1390
1037,1531
880,1212
1371,842
1309,505
1605,971
417,941
705,785
377,104
982,763
1531,1474
33,1517
996,409
263,464
1390,573
1223,34
510,337
658,844
110,1539
27,114
1547,1099
790,269
1545,387
610,1397
146,1349
756,494
797,1440
490,996
685,1440
955,1390
884,562
1412,1309
193,127
698,715
1562,1078
1001,901
1275,769
337,1259
1391,494
996,982
269,1561
1018,168
680,373
1469,1163
1117,1050
609,1428
701,696
541,914
1646,482
1272,1133
1064,1163
1326,642
522,1293
1375,1500
1473,275
762,1317
269,1171
792,126
1561,1413
1578,562
126,841
496,941
1447,1309
1149,78
60,1586
699,1099
1504,702
1473,496
1001,373
1536,1154
377,33
372,1390
33,971
1446,1275
778,971
1462,683
1189,908
851,1161
685,168
580,804
1606,337
124,1355
1084,337
411,1645
640,1572
1406,996
290,562
1141,1390
1648,1317
1651,756
496,1444
380,1059
525,1645
1098,792
696,830
1396,1582
59,884
1070,1099
687,815
1134,380
1478,686
269,1582
792,687
1394,269
804,715
259,792
393,436
28,1645
817,1078
1317,408
853,562
1495,1459
373,1317
1016,890
934,971
1626,126
896,323
39,683
804,1001
87,763
1231,730
1449,33
696,522
1440,269
935,814
880,230
1024,393
1222,1542
353,1646
1096,1156
337,1337
1436,826
38,1099
896,971
114,1406
605,220
600,213
574,1646
1545,971
1160,1259
1330,496
642,804
432,744
891,286
1426,377
1262,337
208,941
399,1127
193,1222
377,1439
34,812
1030,815
1025,195
264,971
613,127
1616,1511
1242,269
812,1609
997,1390
296,1317
1592,696
915,1330
494,744
1000,997
337,1058
333,997
34,393
1442,996
96,756
1026,125
703,763
1349,1539
732,1349
880,373
699,1578
1646,1127
89,32
500,1645
557,715
1352,987
519,193
666,432
1146,323
271,683
756,1496
1532,1090
1390,1036
1532,997
1457,1645
1197,348
1349,1319
393,1265
997,1608
529,34
494,385
941,971
286,125
987,1531
1390,903
1517,815
1339,891
1421,1536
548,1582
1545,1041
289,1462
1456,337
685,763
493,1119
1101,1552
127,193
196,971
1029,996
33,136
1554,969
464,1114
965,884
403,804
797,898
786,696
825,941
996,976
657,1542
34,125
973,702
1439,113
804,1217
613,685
920,1317
696,1349
126,702
1598,1397
853,717
699,1645
89,971
1572,496
640,123
552,914
75,971
939,1582
688,696
90,447
259,303
402,126
1349,1084
1312,193
78,534
905,269
552,78
696,1563
360,587
1487,1573
1309,1421
1254,230
1645,1531
1282,974
394,1390
212,901
1189,1428
353,1264
1059,89
1088,505
1462,1645
893,1645
1123,1650
748,715
1059,345
104,607
550,337
884,1398
599,914
411,1500
1333,1531
339,1317
926,125
33,1405
706,126
26,696
34,1165
1650,889
505,997
387,1493
127,702
1435,232
214,89
1554,1127
713,178
541,971
32,1099
467,1390
1478,505
1230,494
1117,744
1154,1041
1101,1517
193,1572
464,997
500,1272
1171,1481
1562,529
1080,1503
810,710
1029,522
1645,125
1001,148
1459,996
269,60
1402,1316
1427,1
638,702
496,1031
960,763
1149,104
547,1317
931,1330
1086,756
704,1539
494,1031
1200,901
301,941
269,36
1096,1650
100,997
1533,1099
1328,941
393,482
1590,1243
237,337
397,114
784,1317
1498,792
815,987
1650,1309
1330,797
478,696
1435,884
812,1478
730,1607
441,125
747,1582
698,464
89,1508
1317,1642
1047,1539
1003,1645
1078,323
1517,268
916,1390
996,1478
1478,1102
269,393
834,1629
126,613
132,1582
997,1517
698,884
686,34
810,1161
479,993
788,1462
1397,127
1072,810
889,1435
1391,804
688,373
259,1363
1231,1500
1349,658
51,1572
1598,1041
995,126
268,1390
463,792
1589,478
219,562
1408,941
1645,248
1159,1478
1608,941
672,1562
657,623
34,1297
39,1531
1127,884
921,1390
526,915
16,804
71,1572
812,494
1161,1493
441,168
1536,1503
183,1481
1222,613
34,1360
999,1645
1096,464
326,290
731,259
204,506
989,971
978,810
1029,1349
1481,353
1166,1309
1259,52
996,665
125,996
797,694
337,1197
447,1561
113,125
348,482
778,751
34,1582
70,328
108,580
1349,1021
104,14
580,1118
86,482
267,168
1496,337
696,267
1435,1191
1429,971
296,971
814,1539
1317,1390
1064,812
522,971
687,997
70,51
889,702
34,1385
591,562
792,715
670,815
1037,484
496,126
1349,1440
808,629
1346,1161
853,580
951,337
200,393
242,1317
1382,1406
1001,891
353,163
1349,401
562,110
1233,763
1493,1554
1225,763
1582,507
580,587
772,342
1194,126
1440,393
506,696
1583,34
318,458
127,987
193,511
637,978
716,1406
1217,918
658,259
778,1462
551,122
104,33
8,1349
769,910
1067,981
460,702
1484,337
222,853
797,392
337,932
918,1621
687,1231
326,1645
591,769
1573,168
269,496
1030,1330
1349,576
1206,756
88,494
51,1440
393,94
1447,447
1349,1045
751,810
92,696
1075,1349
972,756
859,941
1645,20
1000,1099
500,302
1626,814
1493,996
465,1500
1440,125
1309,1435
1645,1090
193,290
405,1117
1406,659
982,478
889,360
33,1251
353,698
658,1117
1542,1351
675,815
380,1099
1545,107
1197,792
1393,494
505,506
441,1101
997,735
411,496
860,1015
1517,1493
996,793
136,1163
269,1272
840,1041
884,1330
642,971
126,323
1407,1309
1317,1189
1064,1084
1432,996
788,34
1397,797
1528,404
1015,259
1573,687
148,494
275,941
447,514
952,259
1349,113
126,971
1346,562
268,114
993,125
1275,1500
1459,941
996,785
1097,862
1096,1078
496,1363
1251,1390
1623,971
1037,259
580,478
921,114
665,756
1610,1582
482,971
812,1425
616,815
1084,1099
1222,1384
99,815
154,337
353,337
571,884
573,696
1437,715
114,853
447,557
430,1536
1197,353
652,168
1456,814
873,259
1076,733
904,1317
418,1435
797,911
996,1481
1094,1440
1020,1421
752,797
259,1481
789,126
1554,61
1435,113
788,1531
1651,665
1374,337
1500,127
1228,804
337,1425
34,1218
792,997
727,1059
104,495
1436,1413
500,1435
415,1390
1159,1481
798,971
1275,591
1001,496
565,1349
797,350
889,1220
470,168
1578,1231
168,1099
353,1195
887,1645
1457,505
1578,89
551,918
1545,1
562,1645
605,698
556,1346
1449,1645
911,1330
1084,269
193,633
1630,812
797,396
738,996
996,1195
778,34
461,941
1109,1096
507,148
387,1645
696,458
132,494
582,1099
1101,441
1041,1309
678,744
756,96
1002,89
1071,1349
125,941
1020,698
1478,976
680,696
1045,259
830,1335
699,996
1602,193
925,148
754,702
1397,58
1539,971
258,562
1050,337
897,1101
1451,562
1345,1309
941,704
797,393
1275,153
269,444
643,168
1539,956
104,613
397,34
1349,1618
1330,335
1519,996
1580,193
1650,892
1449,1
769,441
1330,373
891,496
1426,269
1619,892
411,114
1459,740
1577,1645
1406,337
508,307
447,804
996,1099
1020,1531
1069,1500
1054,1390
1045,168
1137,478
613,1059
297,195
1503,971
1421,1373
713,195
1317,1539
1352,1059
788,1390
687,880
1397,812
869,1645
1421,1263
34,160
1573,815
630,1099
1168,1317
804,126
1379,290
101,1059
385,918
1552,715
1346,337
1435,613
268,1462
696,723
394,1473
1134,696
778,447
496,1369
1251,1349
815,562
990,971
665,337
1295,89
1384,1101
982,1099
1244,815
573,1309
710,987
1369,1153
1212,1390
1613,1317
208,126
1326,785
411,715
1398,971
232,1478
810,478
1056,696
585,971
1217,1234
1059,837
339,1001
337,1059
996,1562
113,269
34,941
634,702
326,387
675,1001
435,702
84,494
1077,792
1231,1645
534,1264
496,525
20,1645
696,1009
715,914
844,1645
1604,1317
1321,168
1016,20
788,286
1275,94
971,665
996,506
1390,1351
792,20
1154,1645
393,1164
496,1384
1602,1031
1523,797
1326,1481
1529,269
344,941
1421,1240
996,230
1390,269
762,971
353,420
38,997
511,193
1347,295
1008,696
702,1200
921,1572
812,411
616,1390
593,1459
155,562
797,1435
857,464
1314,702
1096,1425
1059,1330
996,1031
1462,458
259,1453
675,997
1127,1163
1054,1531
1283,337
185,1099
1052,562
127,356
1171,591
739,1650
81,562
1191,193
124,903
927,763
337,752
113,387
1478,209
34,1397
591,658
235,763
1026,1060
804,1425
1154,971
77,371
1503,1189
1058,1462
1117,1435
262,393
696,1615
1566,941
853,1349
699,1127
1389,126
687,1390
419,1099
7,1130
496,1058
615,1041
772,797
387,768
1109,534
1346,1578
1330,1368
576,89
696,1544
880,1159
1562,702
1170,1650
335,730
1024,1099
33,687
974,1531
1442,447
643,1554
1156,337
1436,337
809,562
1123,337
675,89
1,1447
150,997
1194,696
891,797
506,337
932,1473
400,1349
1640,591
1577,1363
981,1536
381,323
269,1439
1478,1168
804,1405
1593,1578
326,1473
397,1099
769,1531
1461,126
1407,892
689,768
472,1421
78,337
640,918
